File,FAQ_Number,Question,Answer
Shift Allowance.txt,15,Who is responsible for submitting the consolidated shift allowance claims to Payroll?,Unit Heads are responsible for submitting consolidated claims to the Payroll Department.
Shift Allowance.txt,16,Does this policy supersede previous policies?,"Yes, this policy supersedes all previous communications regarding shift allowances."
Shift Allowance.txt,17,Are employees under training eligible for shift allowances?,"No, employees under training are not eligible for any allowances mentioned in this policy."
Shift Allowance.txt,18,What happens if my attendance is less than 5 hours on a holiday I worked?,"If your attendance is less than 5 hours on a holiday, you will not be entitled to any compensation."
Shift Allowance.txt,19,Is there a penalty for submitting false claims?,"The policy does not explicitly state penalties for false claims; however, it implies that fraudulent claims will not be approved."
Shift Allowance.txt,20,Where can I find more information or clarification regarding this policy?,You should contact your HR Operations department for any further clarification or additional information regarding this policy.
Short Term Incentive Plan.txt,1,What is the purpose of the Angel One Short Term Incentive Plan (STI)?,"The STI plan aims to directly link employee rewards to organizational goals, rewarding individual and group achievements based on predefined parameters.  It incentivizes performance aligned with key objectives and priorities."
Short Term Incentive Plan.txt,2,Who is eligible for the STI plan?,"All active full-time employees of Angel One Limited or its subsidiaries are eligible, except those already covered by a monthly or quarterly incentive plan.  Eligibility also requires meeting the 'Meets Expectation' performance rating in the Annual Performance Appraisal and the company achieving a 'Meets Expectation' rating."
Short Term Incentive Plan.txt,3,How is the STI payout calculated?,"The payout is a percentage of your base pay, varying based on your job level and performance rating (Meets Expectation, Exceeds Expectation, Exceptional).  The percentage is further divided between company performance and individual performance, with the weighting differing by level."
Short Term Incentive Plan.txt,4,What are the performance rating levels and their corresponding STI payouts for a Deputy Manager?,"For a Deputy Manager, 'Meets Expectation' yields a 7.5% payout; 'Exceeds Expectation' is 15%; and 'Exceptional' is 30%."
Short Term Incentive Plan.txt,5,How is company performance evaluated for the STI?,Company performance is judged based on Key Performance Indicators (KPIs) established at the beginning of the financial year.  The company must achieve a 'Meets Expectation' rating for the STI to be paid.
Short Term Incentive Plan.txt,6,How is individual performance evaluated for the STI?,Individual performance is determined by the individual performance rating given during the annual performance appraisal at the end of the financial year.
Short Term Incentive Plan.txt,7,When is the STI paid?,The STI is paid after the finalization of the year-end results.
Short Term Incentive Plan.txt,8,What is the weighting of company vs. individual performance for someone at the AVP level?,"For an AVP, 40% of the STI is dependent on company performance, and 60% is dependent on individual performance."
Short Term Incentive Plan.txt,9,What happens if the company does not meet the performance threshold?,"If the company does not meet the 'Meets Expectation' threshold, the STI plan will not come into effect, and no STI payments will be made."
Short Term Incentive Plan.txt,10,What about employees who have not worked for a full year?,"Employees with less than one year of service will be paid pro-rata.  Those joining between January 1st and March 31st will receive STI for the time worked, calculated according to norms applicable at the end of the next assessment cycle."
Short Term Incentive Plan.txt,11,Can I be disqualified from the STI even if I meet the eligibility criteria?,"Yes. Employees meeting eligibility criteria can be disqualified if they violate company rules, regulations, or standards of behavior."
Short Term Incentive Plan.txt,12,Who do I contact if I have questions about the STI plan?,"Contact your HRBP or Rakshatha.shetty@angelbroking.com. For policy interpretation, the functional policy owners are responsible. Any exceptions must be approved by Subhash.menon@angelbroking.com."
Short Term Incentive Plan.txt,13,What is the next review date for this STI policy?,"The next review date is March 31st, 2024."
Short Term Incentive Plan.txt,14,How is the STI distributed differently between senior management and other employees?,"Senior management's STI has a higher weighting on company performance, reflecting their broader influence on overall results. Lower levels have a greater emphasis on individual performance."
Short Term Incentive Plan.txt,15,Are there any penalties for non-compliance with this policy?,"While not explicitly stated as penalties, violation of company rules can lead to disqualification from the STI plan."
Short Term Incentive Plan.txt,16,Can this policy be changed?,"Yes, this policy is subject to change at any time by Angel One. Any amendments will be communicated in writing."
